Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUUD Sugar,B0BJPSZ9HX,Health & Personal Care > Health Care > Diabetes Care,Guud- Dia Fit Healthy Sugar | 50% Less Calories | Low GI & Sulphur Free | Enriched with Herbs |1 kg Guud Sugar equals to 2 kg Regular Sugar | No After Taste,35.91,378.00,FREE delivery,,4.1,0.0,35 ratings,1 kg 100 g,,,,,,17 October 2022,"28,550 in Health & Personal Care (See Top 100 in Health & Personal Care)",382 inDiabetes Care,,"DIABETES-FRIENDLY: Manage diabetes with ease. Guud- Dia Fit Sugar's low glycemic index helps stabilize blood sugar levels, making it perfect for individuals with diabetes or those looking to reduce sugar intake.","LOW-CALORIE SWEETNER: Guud- Dia Fit Sugar lets you indulge in sweetness without guilt. With the same taste and 50% fewer calories, it's your ideal choice that is wonderful for sweetening coffee, tea, cereal, smoothies, and anything else that may use a little sweetness!","SULPHUR-FREE AND LAB-TESTED FOR LOW-GI MANAGEMENT: Our 100% Natural, Sulphur-Free, low-calorie, and low-GI sugar will change the way you think about sweetness, providing a world of flavor without the guilt.",1/2 TSP OF GUUD = 1 TSP NORMAL SUGAR: Achieve the same level of sweetness with half the amount. Enjoy your favorite treats with less sugar.,"INCLUDES GYMNEMA SYLVESTRE: Guud- Dia Fit Sugar is an excellent choice for diabetics since it combines the goodness of Gymnema Sylvestre, a herb that's known for its natural sweetness suppression qualities, and its low glycemic index.",,,,,,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX522_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX425_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX569_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX385_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX679_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX342_.jpg,https://m.media-amazon.com/images/I/61UPdWZmzvL._SX466_.jpg,,,,https://www.amazon.in/Guud-Healthy-Sulphur-Calorie-Diabetic/dp/B0BJPSZ9HX,,,,,"Tuesday, 27 February",Guud- Dia Fit Healthy Sugar | 50% Less Calories | Low GI & Sulphur Free | Enriched with Herbs |1 kg Guud Sugar equals to 2 kg Regular Sugar | No After Taste : Amazon.in: Health & Personal Care
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0C7SLRPWF,Clothing & Accessories > Baby > Baby Girls > Dresses,Hopscotch Girls Polyester Graphic Print Full-Sleeve Casual Dress in Black Color,"1,499.00",999.00,,,,0.0,,,,,19 x 17 x 4 cm,YEN-4341888,,12 June 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41QomZsIrXL.jpg,,,,,,,,,,https://www.amazon.in/Hopscotch-Polyester-Graphic-Full-Sleeve-Casual/dp/B0C7S25DFQ,,,,,,Buy Hopscotch Baby Girls Polyester Graphic Print Full-Sleeve Casual Dress in Black Color for Ages 9-12 Months (YEN-4341888) from Dresses at Amazon.in. 30 days free exchange or return
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC Sid Razz,B07QC2W553,Home & Kitchen > Craft Materials > Art & Craft Supplies > Party Supplies,"MCSID RAZZ Harry Potter Party Invitations Card With Envelopes (10 Count) Invitations | Official Licensed By Warner Bros, Usa, Birthday",999,798.00,FREE delivery,‎MC SID RAZZ,4.8,0.0,7 ratings,30 g,,,,,,2 April 2019,"339,867 in Home & Kitchen (See Top 100 in Home & Kitchen)","2,661 inParty Supplies",,"Invites measure 6.6"" x 4.6 Inches "" and come with envelopes",Package Includes: (10) Invitations (With Envelopes),Fill-in-the-blank style for easy fill out,"Great for your Harry Potter themed party Harry Potter and related elements are trademark & copyright of Warner Bros. Entertainment Inc , USA (S19). All rights are reserved.",,,,,,,https://m.media-amazon.com/images/I/81aoWkk4cAL._SX679_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SX425_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SX522_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SX466_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SX569_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SY355_.jpg,https://m.media-amazon.com/images/I/81aoWkk4cAL._SY450_.jpg,,,,https://www.amazon.in/MC-SID-RAZZ-Invitations-Envelopes/dp/B07QC2W553,,,,,"Friday, 1 March","MCSID RAZZ Harry Potter Party Invitations Card With Envelopes (10 Count) Invitations | Official Licensed By Warner Bros, Usa, Birthday : Amazon.in: Home & Kitchen"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08F2KBVVC,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Lunch Boxes,"Treo by Milton Swag Borosilicate Round Tiffin Box, 380 ml, Set of 2, Red Jacket (Glass)","1,950",712.00,,‎Hamilton Housewares Pvt. Ltd.,4.3,0.0,652 ratings,‎910 Grams,,,,,,,"34,798 in Home & Kitchen (See Top 100 in Home & Kitchen)",500 inLunch Boxes,,"Due to non-porous nature, it doesn't absorb food & food smell, stains or germs retains crystal clarity even after repeated use","Bpa free, insulated jacket to keep food piping hot and ensure safety of containers",Economically designed top handle ensures convenient handling,"Material: Glass; Colour: Tiffin - Transparent, Jacket - Red",Package Contents: 2 - Pieces Swag Borosilicate Round Tiffin Box Set (380 ml each),,,,,,https://m.media-amazon.com/images/I/71KsMuMSh6L._SX466_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SX569_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SY355_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SX425_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SX522_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SY450_.jpg,https://m.media-amazon.com/images/I/71KsMuMSh6L._SX679_.jpg,,,,https://www.amazon.in/TREO-Milton-Borosilicate-Tiffin-Jacket_CGWFFGF062REDD0012/dp/B08F2KBVVC,,,,,," 
 Treo By Milton brings to you a set of two air-tight and leak-proof glass tiffin in a jacket that will help you carry your tiffin to your workplace. Featuring a unique seal, these containers retain the flavour of your food while preventing nasty spills. Being microwave safe, you can easily heat your food at your own convenience. You can carry all types of food items including curries, rice, sabzi, sliced vegetables and more. Economically designed top handle ensures convenient handling.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RealBrands,B0080ARZ1Y,"Bags, Wallets and Luggage > Bags & Backpacks > Backpacks > Rucksacks & Trekking Backpacks",Wildcraft Alpinist 55 Ltrs Green Rucksack (8903338000891),"5,699","4,345.00",FREE delivery,,4.6,0.0,98 ratings,,,,22.9 x 33 x 76.2 cm,,,25 June 2013,,,,"Outer Material Type: 420D Nylon Dobby, 210D Nylon Double Ripstop; Color: Green",Capacity: 55 liters; Weight: 2220 grams; Dimensions: 9 in*13 in*30 in,Number of compartments: 3,Comes with hip belt and back padding,Warranty type: Manufacturer; 5 Years Warranty,,,,,,https://m.media-amazon.com/images/I/712CVf8EesL._SX466_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SX569_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SX425_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SY355_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SX522_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SX679_.jpg,https://m.media-amazon.com/images/I/712CVf8EesL._SY450_.jpg,,,,https://www.amazon.in/Wildcraft-Alpinist-Green-Rucksack-8903338000891/dp/B0080ARZ1Y,,,,,"Tuesday, 27 February"," 
 Wildcraft Alpinist 55 Ltrs Green Rucksack (8903338000891)  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sahara Seats™,B07K4CP59G,Car & Motorbike > Motorbike Accessories & Parts > Boots & Luggage > Tank Bags,Sahara Seats Compatible with Classic 350/500/ Electra/Bullet/Standard Mobile Pocket Tank Leather Bag - (Black),999,845.00,FREE delivery,"‎SaharaSeats, SaharaSeats",4.1,0.0,389 ratings,‎350 Grams,,,,,,1 November 2018,"1,363 in Car & Motorbike (See Top 100 in Car & Motorbike)",3 inTank Bags,,Compatability: classic 350/500/electra/standard/bullet,Unique design,four pocket mobile pouch tank cover,,,,,,,,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY450_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY606_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY879_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY741_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY355_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY679_.jpg,https://m.media-amazon.com/images/I/71AMvx9eKwL._SY550_.jpg,,,,https://www.amazon.in/SaharaSeatsTM-Enfield-Classic-Electra-Standard/dp/B07K4CP59G,,,,,"Friday, 1 March",Sahara Seats Compatible with Classic 350/500/ Electra/Bullet/Standard Mobile Pocket Tank Leather Bag - (Black) : Amazon.in: Car & Motorbike
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0C8DLLCBD,Clothing & Accessories > Women > Ethnic Wear > Kurtas & Kurtis,ANNI DESIGNER Women's Cotton Blend Straight Shibori Printed Kurta with Pant & Dupatta,"2,599",779.00,FREE delivery,,3.7,0.0,"2,375 ratings",,,,28 x 22 x 2 cm,,,17 June 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/4113phML6UL.jpg,,,,,,,,,,https://www.amazon.in/ANNI-DESIGNER-Straight-Shibori-Printed/dp/B0CRKCJSVQ,,,,,"Tuesday, 27 February"," 
 ANNI DESIGNER Women's Cotton Blend Staright Printed Kurta with Pant & Dupatta (Sana Blue-NW_5XL_Blue_XXXXX-Large)  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somnath House,B07ZHMV84X,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,PK HUB Women's Silk Jaipuri Rajasthani Bandhani Bandhej Heavy Dupatta with Gota Work and Latkan,"1,500",399.00,FREE delivery,,3.9,0.0,"1,283 ratings",,,,26 x 16 x 7 cm,PK-DP-BN-003,,20 October 2019,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/51aKwz4ALOL.jpg,,,,,,,,,,https://www.amazon.in/PK-HUB-Rajasthani-Bandhani-Single-Colored/dp/B07ZHMWHP9,,,,,"Friday, 1 March",PK HUB Women's Silk Jaipuri Rajasthani Bandhani Bandhej Heavy Dupatta with Gota Work and Latkan (Pink & Red) Free Size : Amazon.in: Fashion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0CK5MQWNS,Clothing & Accessories > Baby > Baby Girls > Dresses,Niren Enterprise Baby Girls Modal net and kiktkat Full and Short Sleeve Baby Frocks,"1,999",392.31,FREE delivery,,3.9,0.0,59 ratings,,,,15 x 15 x 5 cm,,,30 September 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/51gFao5Rw-L.jpg,,,,,,,,,,https://www.amazon.in/Niren-Enterprise-kiktkat-Sleeve-Frocks/dp/B0CK5Q24VX,,,,,"Wednesday, 28 February"," 
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETrade Online,B0CGDW8QBK,"Home & Kitchen > Home Furnishing > Bedding & Linen > Blankets, Throws & Quilts > Blankets","BSB HOME Polyester Premium Plush Double Blanket | 300 Gsm Lightweight Cozy Ultrasoft For Bed, Sofa, Travel & Camping| 230X220 Cm |Orange","2,499","1,099.00",FREE delivery,‎BSB HOME,4.1,0.0,7 ratings,‎1350 Grams,,,,,,23 August 2023,"299,026 in Home & Kitchen (See Top 100 in Home & Kitchen)","1,347 inBed Blankets",,"Material : Polyester , Size : Double , Blanket Dimension : 230 cm x 220 cm","[ Material ]: Skin Friendly Plush Flannel, All Season Soft Material, Lightweight, Breathable and Durable","[ Uses ]: All Season | Unisex| This fleece blanket is thicker than cotton and keeps you warm without being too heavy. Fleece is a suitable alternative to wool with comparable warmth, yet without the scratchiness",[ Easy Care ]: Machine wash in cold water with similar colors. Tumble dry low. Do not bleach,[ Origin ]: Proudly Designed & Made in India,,,,,,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX425_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX522_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX569_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX355_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX466_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX679_.jpg,https://m.media-amazon.com/images/I/71cCV4KhMqL._SX450_.jpg,,,,https://www.amazon.in/BSB-HOME-Plush-Double-Blanket/dp/B0CGDW8QBK,,,,,"Thursday, 29 February","Amazon.in: Buy BSB HOME Polyester Premium Plush Double Blanket | 300 Gsm Lightweight Cozy Ultrasoft For Bed, Sofa, Travel & Camping| 230X220 Cm |Orange online at low price in India on Amazon.in. Free Shipping. Cash On Delivery"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JVC Ventures,B09VYB56SW,Car & Motorbike > Car Accessories > Exterior Accessories > Key Shells,JVCV® Premium Soft TPU Leather Pattern Key Cover Compatible with Skoda Kushaq Taigun Tiguan Virtus Octavia Kodiaq Superb Folding Key (Silver),990,567.00,FREE delivery,‎JVCV,4.3,0.0,396 ratings,‎10 g,,,,,,18 March 2022,"2,340 in Car & Motorbike (See Top 100 in Car & Motorbike)",113 inKey Shells,,"Light & Durable: Extremely light and durable to use on car key and provides non-slip grip; Full protection: Protect your auto keys from damage, marks, dust and scratches",Material Type: Thermoplastic Polyurethane (Tpu); Unit Count: 1.0; Included Components: 1 X Key Cover (Key Not Included),,,,,,,,,https://m.media-amazon.com/images/I/71XukoSAn5L._SX450_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX425_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX569_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX466_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX355_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX522_.jpg,https://m.media-amazon.com/images/I/71XukoSAn5L._SX679_.jpg,,,,https://www.amazon.in/Premium-Key-Compatible-Skoda-Folding/dp/B09VYB56SW,,,,,"Wednesday, 28 February"," 
 100% Brand new Ultra-high hardness, not easy to deformation With good elasticity, crack-resistance and wear-resistance Extremely light, durable for using and easy to clean Thin enough without block signal  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VRP Telematics,B0C1T82MBL,Jewellery > Women > Jewelry Sets,ZENEME Oxidised Silver-Plated Round American Diamond Studded Necklace with Earrings Jewellery Set for Girls and Women,"2,999",468.00,FREE delivery,,3.3,0.0,14 ratings,,,,27 x 2.7 x 0.8 cm,,,7 April 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41V79qSg83L.jpg,,,,,,,,,,https://www.amazon.in/ZENEME-Oxidised-Silver-Plated-American-Jewellery/dp/B0C1TCKB45,,,,,"Tuesday, 27 February"," 
 Stylish Party Wear Jewellery Set - Zeneme Fashion Jewellery presents these stylish Jewellery Set which are suitable for all occasions office wear, wedding and party wear. The colour complements all outfits & may be worn as a statement piece to any occasion. The designer artificial jewellery at Zeneme is available in various designs and patterns like floral design, heart shape design, dancing peacock, crystal design and many more. The imitation designer jewellery that will go with your outfit and style up your fashion statement with variable designs and patterns to give you charming and elegant look is available at Zeneme. Zeneme has huge collection of designer imitation jewellery like american diamond jewellery collection, gold plated jewellery collection, temple jewellery collection, valentine collection, jewellery combos and many more.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bhavyafashion,B0BGCD8G57,Computers & Accessories > Accessories & Peripherals > Hard Disk Bags,Handcuffs Electronic Organizer Storage Bag Waterproof Accessories Carry Case for USB Data Cable Earphone Wire & Power Bank (Grey),999,449.00,FREE delivery,‎Handcuffs,3.7,0.0,87 ratings,90 g,,,,,,,"12,336 in Computers & Accessories (See Top 100 in Computers & Accessories)",206 inHard Disk Bags,,"✔ DURABLE - This travel cable organizer made of durable fabric which is and waterproof, can prevent your essentials from getting wet. Made of quality material which offer excellent strength, sustainability, water proof performance. The texture of our electronics organizer is bound to surprise and please you.","✔ CONVENIENT - Electronics accessories bag design with fabric carrying lanyard and 2 compartments. The lanyard, pretty convenient to carry alone or throw into bag. A stylish travel cable organizer is a perfect companion.","✔ COMPARTMENTS - The case bag comes with 2 compartments, designed to store electronic gadgets, such as power bank, external hard drive, SD memory card, cables, earphone, connector adapter, also good for kids/students stationeries, like pen, pencil, & eraser.","✔ MUST-HAVE - The dimension of cable storage travel case 7.5"" x 4.3"" x 2.2"". Compact size and lightweight, make it easy to carry and put in a backpack, handbag or laptop bag without taking up too much space. A must-have item for cable management as well as travel accessories storage. The classic design of your gadget bag in public, is guaranteed to attract attention whether you are on a business trip or in meetings.","✔ COMFORTABLE TO CARRY - This electronic accessories carry bag is made for office workers, school students & travelers who need to store & organize their electronic accessories or school stationery supplies. This electronics organizer bag lets you comfortably carry your mobile accessories with peace of mind.",,,,,,https://m.media-amazon.com/images/I/81cRi7qUnqL._SY450_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SY355_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SX425_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SX522_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SX569_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SX466_.jpg,https://m.media-amazon.com/images/I/81cRi7qUnqL._SX679_.jpg,,,,https://www.amazon.in/Handcuffs-Electronic-Organizer-Waterproof-Accessories/dp/B0BGCD8G57,,,,,"Tuesday, 27 February",Handcuffs Electronic Organizer Storage Bag Waterproof Accessories Carry Case for USB Data Cable Earphone Wire & Power Bank (Grey) : Amazon.in: Electronics
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZXN Clothing,B0B1QKMX67,Clothing & Accessories > Women > Western Wear > Jeans & Jeggings,ZXN Clothing Women Plus Size Tummy Tucker High Waist Stretchable Denim Scratch Jegging Jeans,"1,499",449.00,FREE delivery,,3.9,0.0,645 ratings,,,,28 x 27.5 x 4.1 cm,TM-05-BLU-34,,19 May 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31bvYehOKoL.jpg,,,,,,,,,,https://www.amazon.in/ZXN-Clothing-Stretchable-Scratch-Jegging/dp/B0B1QGD2YG,,,,,"Friday, 1 March",Buy ZXN Clothing Women Plus Size Tummy Tucker High Waist Stretchable Denim Scratch Jegging Jeans from Jeans & Jeggings at Amazon.in. 30 days free exchange or return
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian Shoes,B0BDS6C18S,Shoes & Handbags > Shoes > Men's Shoes > Sports & Outdoor Shoes > Running Shoes,"ASIAN Men's Wonder Sports Running,Walking & Gym Shoes with Casual Sneaker Lightweight Lace-Up Shoes for Men's Delta-20","1,299",799.00,FREE delivery,,3.9,0.0,"4,036 ratings",,,,31 x 21 x 10 cm,,,27 March 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41B6pJ29G8L.jpg,,,,,,,,,,https://www.amazon.in/ASIAN-Delta-20-Running-Walking-Lightweight/dp/B09WLN7K8Z,,,,,"Friday, 1 March","Buy ASIAN Men's Wonder Sports Running,Walking & Gym Shoes with Casual Sneaker Lightweight Lace-Up Shoes for Men's Delta-20 Multicolor from Running Shoes at Amazon.in. 30 days free exchange or return"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GlobalBees-Brands,B0BX3GG36B,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Racks & Holders > Dish Racks,Anko Premium Kitchen Rack | Shelves for Storage | Kitchen Stand | Dish Drainer Basket for Kitchen | Utensil Stand | Utensils Basket Drainer | Rack for Kitchen Storage | Black 48 Cm (W) x 32 Cm (D),"1,499",879.00,FREE delivery,"‎KAS DIRECT SOURCING PRIVATE LTD, 11th Floor, Building No. 9B, DLF Phase-III Gurgaon, India 122156",3.9,0.0,16 ratings,‎700 Grams,,,,,,,"167,565 in Home & Kitchen (See Top 100 in Home & Kitchen)","1,582 inDish Racks (Home & Kitchen)",,"DURABLE: This kitchen dish rack's sturdy, powder-coated iron wire frame is rustproof and corrosion free, which makes it last long.",EASY DRYING & STORING: This dish drainer basket has an open wire frame and a groove in the middle that keeps items of different sizes apart for quick drying and storage.,EASY CARE: This kitchen dish rack can be easily hand washed and is simple to maintain.,QUALITY-TESTED: This utensils rack drainer has been tested by the Swiss multinational company SGS for rustproofing & corrosion resistance.,,,,,,,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SX466_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SY450_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SX679_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SY355_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SX522_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SX425_.jpg,https://m.media-amazon.com/images/I/81Uxr+xIi5L._SX569_.jpg,,,,https://www.amazon.in/Anko-Premium-Kitchen-Shelves-Utensils/dp/B0BX3GG36B,,,,,"Tuesday, 27 February",Amazon.in: Buy Anko Premium Kitchen Rack | Shelves for Storage | Kitchen Stand | Dish Drainer Basket for Kitchen | Utensil Stand | Utensils Basket Drainer | Rack for Kitchen Storage | Black 48 Cm (W) x 32 Cm (D) online at low price in India on Amazon.in. Free Shipping. Cash On Delivery
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,honest_enterprise,B0BLVYT5PH,Home & Kitchen > Kitchen & Dining > Tableware > Dinnerware & Serving Pieces > Serveware > Butter Dishes,Nilzone Butter Box Ceramic Container Storage Tray Dish Cheese Food Tool Kitchen Keeper Wood Cover Sealing Plate with Knife,"1,499",799.00,FREE delivery,,3.8,0.0,53 ratings,380 g,,,,,,,"32,219 in Home & Kitchen (See Top 100 in Home & Kitchen)",444 inServeware,,"The handle of the knife is made of ceramic, which has an excellent tough touch and beautiful appearance. The knives are made of stainless steel. It can be placed in the lid for easy disassembly and use.","Easy to clean-the butter pan with a lid can be safely placed in the refrigerator. In addition to wooden lids, dishwashers and microwaves can also be used. The wooden cover needs to be cleaned with soap and rinsed with water, or just wipe it clean with a damp cloth.","There is a sealing ring on the lid. It can not only keep the seal, but also can be easily disassembled and cleaned. In addition, the lid can also be used as a small cutting board for butter.","The butter cover is made of high-quality wood instead of bamboo. It is also very strong, with tight lines. Properly maintained, the wooden cover looks very elegant and natural.",,,,,,,https://m.media-amazon.com/images/I/61Opp9W-B7L._SX679_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SX466_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SY355_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SX425_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SX522_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SX569_.jpg,https://m.media-amazon.com/images/I/61Opp9W-B7L._SY450_.jpg,,,,https://www.amazon.in/Nilzone-Ceramic-Container-Storage-Kitchen/dp/B0BLVYT5PH,,,,,"Wednesday, 28 February",Amazon.in: Buy Nilzone Butter Box Ceramic Container Storage Tray Dish Cheese Food Tool Kitchen Keeper Wood Cover Sealing Plate with Knife online at low price in India on Amazon.in. Free Shipping. Cash On Delivery
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B081JPXZ8Y,"Office Products > Office Paper Products > Paper > Stationery > Pens, Pencils & Writing Supplies > Markers & Highlighters > Permanent Markers & Marker Pens","Uniball PX21 Paint Markers Combo, (Black, White, Golden, Silver, Pack of 4), medium (UNMRPX21CS4b)",340,575.00,FREE delivery,"‎Mitsubishi Pencil Company Limited, Mitsubishi Pencil Company Limited, Japan",3.7,0.0,75 ratings,60 g,,,,,,26 June 2020,"11,139 in Office Products (See Top 100 in Office Products)",236 inPermanent Markers & Marker Pens,,Smooth and delightful writing experience.,recycled materials,"Mitsubishi Pencil from Shingawa, Tokyo, Japan",This writing instrument manufacturers to take environmental issues into consideration,,,,,,,https://m.media-amazon.com/images/I/71yKwFuKGaL._SY450_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SX569_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SY355_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SX522_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SX679_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SX425_.jpg,https://m.media-amazon.com/images/I/71yKwFuKGaL._SX466_.jpg,,,,https://www.amazon.in/uni-ball-Paint-Markers-Golden-Silver/dp/B081JPXZ8Y,,,,,"Tuesday, 27 February","Uniball PX21 Paint Markers Combo, (Black, White, Golden, Silver, Pack of 4), medium (UNMRPX21CS4b) : Amazon.in: Office Products"
